1.28;0.128;640
1.1;0.11;640
1.6;0.16;640
1.57;0.157;640
1.7;0.17;640
1.59;0.159;640
1.68;0.168;640
1.62;0.162;640
1.15;0.115;640
1.17;0.117;640
1.35;0.135;640
1.37;0.137;640
1.57;0.157;640
1.15;0.115;640
1.14;0.114;640
1.42;0.142;640
1.65;0.165;640
1.22;0.122;640
1.35;0.135;640
1.18;0.118;640
1.23;0.123;640
1.3;0.13;640
1.24;0.124;640
1.23;0.123;640
1.37;0.137;640
1.54;0.154;640
1.41;0.141;640
1.37;0.137;640
1.48;0.148;640
1.56;0.156;640
1.49;0.149;640
1.26;0.126;640
1.27;0.127;640
1.24;0.124;640
1.53;0.153;640
1.22;0.122;640
1.2;0.12;640
1.39;0.139;640
1.28;0.128;640
1.43;0.143;640
1.24;0.247;640
1.33;0.266;640
1.36;0.272;640
1.51;0.303;640
1.3;0.26;640
1.34;0.267;640
1.83;0.366;640
1.7;0.34;640
2.1;0.42;640
2.63;0.527;640
3.94;0.789;640
3.32;0.664;640
3.65;0.731;640
2.3;0.46;640
2.72;0.544;640
3.54;0.709;640
4.51;0.902;640
4.42;0.884;640
5.28;1.06;640
4.21;0.841;640
3.55;0.355;640
3.21;0.321;639
2.87;0.287;638
2.48;0.248;637
2.68;0.268;636
2.73;0.273;635
2.91;0.291;633
3.83;0.383;633
3.37;0.337;631
4.21;0.421;630
2.87;0.287;629
2.87;0.287;628
2.01;0.201;627
2.75;0.275;626
4.96;0.496;625
2.83;0.283;624
2.74;0.274;623
2.95;0.295;622
3.54;0.354;621
3.16;0.316;620
5.97;0.597;620
2.68;0.268;620
2.84;0.284;620
2.63;0.263;620
1.92;0.192;620
2.81;0.281;620
2.12;0.212;620
2.91;0.291;620
2.34;0.234;620
1.6;0.16;620
2.48;0.248;620
2.55;0.255;620
2.26;0.226;620
2.29;0.229;620
3.93;0.393;620
2.64;0.264;620
3.58;0.358;620
2.6;0.26;620
3.53;0.353;620
2.59;0.259;620
2.2;0.4;620
2.47;0.494;620
2.42;0.483;620
5.57;1.11;620
2.31;0.462;620
2.47;0.494;620
3.91;0.782;620
3.71;0.741;620
3.85;0.771;620
4.15;0.83;620
4.62;0.923;620
6.21;1.24;620
4.96;0.992;620
3.55;0.711;620
3.66;0.732;620
5.31;1.06;620
5.2;1.04;620
4.44;0.888;620
3.58;0.717;620
3.45;0.69;620
12;1.2;620
6.41;0.641;620
5.31;0.531;620
4.54;0.454;620
3.43;0.344;620
3.77;0.377;620
4.38;0.438;620
3.61;0.361;620
3.26;0.326;620
3;0.3;620
3.7;0.37;620
3.06;0.306;620
2.98;0.298;620
2.89;0.289;620
3.43;0.343;620
2.94;0.294;620
2.54;0.254;620
2.64;0.264;620
2.96;0.296;620
2.35;0.235;620
2.4;0.481;620
2.48;0.496;620
2.32;0.463;620
2.47;0.493;620
2.06;0.413;620
1.7;0.341;620
2.11;0.422;620
1.79;0.357;620
2.06;0.412;620
2.64;0.528;620
3.85;0.77;620
3.25;0.65;620
3.07;0.614;620
2.41;0.483;620
2.16;0.432;620
1.97;0.395;620
1.93;0.385;620
2.56;0.511;620
2.28;0.456;620
2.44;0.487;620
2.85;0.285;620
2.75;0.275;620
2.66;0.266;620
2.77;0.277;620
2.61;0.261;620
2.48;0.248;620
2.75;0.275;620
5.46;0.546;620
3.12;0.312;620
3.72;0.372;616
3;0.3;611
2.72;0.272;608
0.895;0.0895;603
1.82;0.182;599
1.52;0.152;595
3.33;0.333;591
5.13;0.513;590
6.85;0.685;591
8.32;0.832;591
11;1.1;591
13.9;1.39;592
16.1;1.61;591
18.4;1.84;591
22.4;2.24;591
24.8;2.48;591
29;2.9;591
35.1;3.51;591
38;3.8;591
41.5;4.15;591
48.3;4.83;591
53.3;5.33;591
52.9;5.29;591
64.8;6.5;591
62.7;6.28;591
67.5;6.76;591
74.8;7.5;591
77.7;7.79;591
83.1;4.79;591
86.9;3.51;591
80.7;2.51;591
82.2;2.08;591
89.6;1.91;591
77.9;1.44;591
79.7;1.29;591
82.8;1.2;591
33.3;0.437;591
10.7;0.128;591
11.7;0.128;591
12;0.122;591
11.6;0.11;591
12.3;0.109;591
24;0.199;591
31.2;0.244;591
39.6;0.293;591
34.9;0.245;591
39.1;0.26;591
38.5;0.257;591
31.2;0.219;591
28.4;0.21;591
20.7;0.162;591
17.6;0.146;591
14.2;0.126;591
11.9;0.113;591
9.39;0.0954;591
8.1;0.0889;591
7.79;0.0931;591
6.88;0.0901;591
6.64;0.0963;591
5.55;0.0901;591
4.63;0.0854;591
4.26;0.091;591
3.86;0.0979;591
3.07;0.0957;591
3.51;0.142;591
3.46;0.199;591
4.81;0.481;591
15.2;0.152;591
15.1;0.151;591
18.4;0.184;591
19.9;0.199;591
20.5;0.205;591
22.2;0.222;591
22.9;0.229;591
22.6;0.226;591
24.2;0.242;591
22.8;0.228;591
21.7;0.217;591
25.6;0.256;591
26.7;0.267;591
27.4;0.274;591
33.6;0.336;591
36.1;0.361;591
39.5;0.395;591
42;0.42;591
49;0.179;591
52;0.175;591
62;6.2;591
98.9;9.9;588
150;15;582
246;24.7;582
287;28.7;583
391;39.1;584
514;51.5;584
462;46.3;584
632;63.1;583
